Name,RecipeIngredientParts,Calories,FatContent,CarbohydrateContent,ProteinContent
Macadamia Bars,"c(""all-purpose flour"", ""sugar"", ""butter"", ""water"", ""vanilla extract"", ""heavy cream"", ""dark rum"", ""sugar"", ""salt"", ""vanilla extract"")",116.8,8.8,8.9,1.0
7-Up Cake,"c(""pineapple instant pudding"", ""eggs"", ""margarine"", ""sugar"", ""crushed pineapple"", ""flour"", ""angel flake coconut"", ""eggs"")",550.2,24.5,78.7,5.6
Macadamia and Coconut Bars,"c(""butter"", ""light brown sugar"", ""eggs"", ""salt"", ""flour"", ""flour"", ""baking powder"", ""vanilla extract"", ""coconut"")",180.0,12.5,16.6,2.1
Super Scones,"c(""flour"", ""sugar"", ""baking powder"", ""baking soda"", ""salt"", ""butter"", ""currants"", ""raisins"", ""egg"", ""milk"", ""buttermilk"")",273.4,12.6,36.1,4.9
Ginger Biscuits,"c(""flour"", ""caster sugar"", ""margarine"", ""ginger"", ""baking soda"", ""golden syrup"", ""egg"")",1460.1,49.8,233.7,21.4
Mississippi Mud Pie II,"c(""marshmallow cream"", ""confectioners' sugar"", ""butter"", ""margarine"", ""milk"")",299.9,13.1,46.1,1.9
Mississippi Mud Cake,"c(""butter"", ""sugar"", ""eggs"", ""flour"", ""salt"", ""vanilla"", ""marshmallows"")",462.1,26.3,51.8,7.5
Chicken Breasts in Phyllo,"c(""butter"", ""onion"", ""parsley"", ""garlic clove"", ""all-purpose flour"", ""dry vermouth"", ""dry white wine"", ""olive oil"", ""boneless skinless chicken breast halves"", ""phyllo dough"", ""butter"", ""feta cheese"")",1407.1,106.7,66.0,47.1
Curried Beef and Chicken Satay,"c(""beef"", ""chicken"", ""curry powder"", ""chile"", ""garlic cloves"", ""onions"", ""lemon juice"", ""honey"", ""peanut butter"", ""coconut milk"", ""coconut cream"", ""lemon juice"", ""soy sauce"", ""Worcestershire sauce"", ""chili sauce"", ""salt"")",1582.1,142.9,32.1,51.2
Baked Alaska Salmon Fillet With Mustard Sauce,"c(""salmon fillets"", ""lemon"", ""butter"", ""shallot"", ""dry white wine"", ""heavy cream"", ""stone ground mustard"", ""chives"", ""parsley"", ""salt"", ""miniature pear tomato"", ""parsley sprig"")",613.9,35.1,3.5,64.3
Chicken Satay With Peanut Sauce,"c(""boneless skinless chicken breast"", ""peanut butter"", ""fresh coriander"", ""honey"", ""soya sauce"", ""garlic"", ""gingerroot"", ""sesame seeds"")",174.4,6.5,5.5,23.1
Yummy and Comforting Chicken Tetrazzini,"c(""spaghetti"", ""onions"", ""green pepper"", ""butter"", ""chicken"", ""colby"", ""mild cheddar cheese"", ""milk"", ""pepper"")",377.3,23.1,26.7,16.2
Garlicky Baked Chicken Marinade,"c(""mayonnaise"", ""garlic powder"", ""Kitchen Bouquet"", ""fresh parsley"")",200.7,18.1,10.2,0.4
Apple or Crabapple Jelly,"c(""apples"", ""water"", ""sugar"", ""cloves"")",205.8,0.4,54.0,0.6
Apple and Marmalade Bread and Butter Pudding,"c(""cooking apples"", ""thick cut orange marmalade"", ""raisins"", ""sultanas"", ""demerara sugar"", ""eggs"", ""milk"", ""cinnamon"")",361.3,6.0,72.7,9.1
Coffee Frappe,"c(""coffee"", ""sugar"")",48.4,0.0,12.5,0.1
Cafe Vienna Mix,"c(""instant coffee"", ""sugar"", ""cinnamon"")",25.4,0.0,5.4,0.9
Habanero Honey,"c(""habanero pepper"", ""good local honey"")",0.0,0.0,0.0,0.0
Glowing Jell-O,"""gelatin""",0.0,0.0,0.0,0.0
Greek Stuffed Meatloaf,"c(""lamb"", ""hamburger"", ""eggs"", ""milk"", ""quick oats"", ""onion"", ""garlic cloves"", ""fresh parsley"", ""salt"", ""cumin"", ""pepper"", ""fresh spinach"", ""frozen spinach"", ""egg"", ""feta cheese"", ""ketchup"", ""cinnamon"", ""parmesan cheese"", ""Tabasco sauce"")",368.4,21.5,15.9,27.7
Garlic Rosemary Chicken,"c(""roasting chickens"", ""rosemary"", ""garlic cloves"", ""red onions"", ""garlic heads"", ""olive oil"", ""fresh rosemary"")",465.4,30.3,13.8,33.3
Spicy Hash Browns - Homemade,"c(""olive oil"", ""paprika"", ""chili powder"", ""salt"", ""black pepper"", ""baking potatoes"")",226.8,5.7,41.3,3.9
Apple Pie Cake,"c(""sugar"", ""egg"", ""salt"", ""butter"", ""flour"", ""baking powder"", ""cinnamon"", ""nutmeg"", ""vanilla"", ""baking apples"", ""pecans"", ""golden raisin"")",359.1,17.4,50.0,3.6
"Apple, Chicken and Mushroom Casserole","c(""apples"", ""chicken drumsticks"", ""onion"", ""salt"", ""dried thyme"", ""water"", ""plain yogurt"", ""brown button mushrooms"")",170.7,7.5,9.8,16.0
Apricot Basting Sauce,"c(""sugar"", ""salt"", ""dry white wine"", ""honey"", ""Worcestershire sauce"")",678.0,0.2,171.7,1.2
Apricot Muffins,"c(""fresh apricot"", ""lemon juice"", ""shortening"", ""sugar"", ""egg"", ""all-purpose flour"", ""baking powder"", ""salt"", ""nutmeg"", ""milk"", ""walnuts"", ""granulated sugar"")",149.9,6.6,20.6,2.6
Low-Fat Cool Cauliflower Salad,"c(""head cauliflower"", ""red onion"", ""green bell pepper"", ""scallions"", ""fresh chives"", ""basmati rice"")",557.5,19.1,87.8,12.3
Copycat Coffee House Whipped Cappuccino,"c(""2% low-fat milk"", ""sugar"")",274.0,6.1,45.8,10.2
Coquilles St. Jacques Duglere,"c(""potato"", ""butter"", ""milk"", ""scallops"", ""shallots"", ""onion"", ""salt"", ""peppercorns"", ""bay leaf"", ""water"", ""lemon juice"", ""tomatoes"", ""butter"", ""flour"", ""parsley"", ""butter"")",283.2,13.4,31.7,10.3
Corn and Potato Chowder,"c(""bacon"", ""onion"", ""potato"", ""red bell pepper"", ""milk"", ""corn"", ""corn"", ""fresh thyme"")",314.2,10.7,50.1,10.2
Corn Chowder,"c(""bacon"", ""potatoes"", ""onion"", ""celery ribs"", ""water"", ""bacon"")",911.1,24.0,164.6,23.3
Grilled Swordfish or Tuna Steaks,"c(""soy sauce"", ""dried parsley flakes"", ""dried oregano"", ""ketchup"", ""tomato sauce"", ""garlic clove"", ""swordfish steaks"", ""tuna steaks"")",220.4,5.7,10.6,31.4
Grilled Lamb with Lima Bean Skordalia,"c(""plain yogurt"", ""garlic"", ""fresh rosemary"", ""fresh lemon zest"", ""pepper"", ""leg of lamb"", ""frozen baby lima beans"", ""garlic"", ""olive oil"", ""fresh lemon juice"", ""fresh parsley"")",390.4,28.5,27.1,8.6
Grilled Grapefruit-Marinated Shrimp,"c(""jumbo shrimp"", ""grapefruits"", ""olive oil"", ""cilantro"", ""scallions"", ""extra-dry vermouth"")",1581.6,115.0,70.6,75.2
Green Mango Salad With Cilantro Vinaigrette,"c(""mango"", ""bean sprouts"", ""carrot"", ""lemon juice"", ""low sodium soy sauce"", ""garlic clove"", ""granulated sugar"", ""fresh cilantro"")",92.2,0.6,22.5,2.2
Greens and Apples,"c(""soy margarine"", ""granny smith apples"", ""greens"")",91.5,2.1,19.1,0.3
Corn Dog Casserole,"c(""celery"", ""butter"", ""margarine"", ""green onions"", ""eggs"", ""milk"", ""rubbed sage"", ""pepper"", ""sharp cheddar cheese"")",487.7,31.9,33.5,16.4
Apricot Pound Cake,"""egg""",2328.9,57.3,433.6,24.2
Ginger Layer Dessert,"c(""mandarin oranges"", ""pears"")",351.7,19.5,42.2,3.9
Gingerbread Yule Log,"c(""eggs"", ""molasses"", ""butter"", ""margarine"", ""sugar"", ""all-purpose flour"", ""baking powder"", ""baking soda"", ""cinnamon"", ""ginger"", ""clove"", ""salt"", ""confectioners' sugar"", ""cinnamon"", ""vanilla extract"", ""clove"", ""cinnamon"")",287.2,16.0,32.8,4.0
Grandma's Banana Ice Cream,"c(""eggs"", ""sugar"", ""vanilla"", ""salt"", ""bananas"")",413.0,9.7,74.1,9.9
Slow-Cooker Grape Jelly Meatballs,"c(""lean beef"", ""potato"", ""egg"", ""onion"", ""Heinz Chili Sauce"", ""Worcestershire sauce"")",22.2,0.8,1.7,2.1
Gray Girls' Easy Chicken Fingers,"""boneless skinless chicken breast""",0.0,0.0,0.0,0.0
Greek Chicken and Cucumber Sauce,"c(""lemon juice"", ""olive oil"", ""salt"", ""pepper"", ""oregano"", ""cumin"", ""garlic cloves"", ""boneless skinless chicken"", ""English cucumber"", ""salt"", ""skim milk yogurt"", ""light mayonnaise"", ""parsley"", ""of fresh mint"", ""garlic cloves"")",297.5,16.4,9.8,27.0
Greek Mushroom Salad,"c(""olive oil"", ""mushroom"", ""garlic cloves"", ""basil"", ""marjoram"", ""tomatoes"", ""lemon juice"", ""water"", ""salt"", ""fresh pepper"", ""fresh parsley"", ""fresh coriander"")",36.1,2.5,3.1,1.5
Greek Salad,"c(""boiling potatoes"", ""green bell peppers"", ""parsley"", ""green onion"", ""head of lettuce"", ""watercress"", ""tomatoes"", ""cucumber"", ""avocado"", ""feta cheese"", ""green pepper"", ""beets"", ""jumbo shrimp"", ""anchovy fillets"", ""radishes"", ""green onions"")",1042.6,61.9,79.0,49.7
Green Death Tuna Sandwich,"c(""tuna"", ""mayonnaise"", ""avocado"", ""pepper"", ""cheese slices"")",758.0,41.6,39.6,57.5
Baked Creamed Potatoes,"c(""potatoes"", ""mayonnaise"", ""sour cream"", ""milk"", ""eggs"", ""mustard"", ""parsley"", ""cheese"", ""parmesan cheese"")",267.1,15.2,28.0,6.0
Grilled Bourbon Salmon,"c(""soy sauce"", ""brown sugar"", ""Bourbon"", ""fresh cracked pepper"", ""garlic powder"", ""salmon fillet"")",429.3,32.3,9.4,24.4
Grilled Chicken & Veggie Pizza,"c(""boneless skinless chicken"", ""zucchini"", ""onion"", ""mozzarella cheese"", ""tomatoes"", ""fresh basil"")",386.5,23.9,9.9,33.2
Grilled Bell Peppers,"c(""bell pepper"", ""olive oil"")",0.0,0.0,0.0,0.0
Grilled Pineapple and Bananas with Mango Sorbet,"c(""pineapple"", ""brown sugar"", ""cinnamon"", ""nutmeg"", ""bananas"")",243.3,0.5,63.3,2.0
Garlic Cauliflower,"c(""olive oil"", ""cauliflower florets"", ""red bell pepper"", ""garlic cloves"", ""water"")",68.0,2.8,9.6,3.2
Garlic Greek Sauce,"c(""yogurt"", ""cucumber"", ""garlic"", ""salt"", ""pepper"", ""lemon juice"")",188.1,7.7,22.5,10.0
Garlic Pizza Crust,"c(""water"", ""sugar"", ""salt"", ""flour"", ""garlic cloves"")",1814.5,58.5,279.7,39.0
Baked Breakfast Potatoes,"c(""black pepper"", ""nonfat sour cream"", ""sour cream"", ""low-fat sharp cheddar cheese"", ""sharp cheddar cheese"", ""Kraft Healthy Favorites Fat Free Cheddar"", ""cheddar cheese"", ""potatoes"")",149.3,1.6,26.7,7.4
German Potato-Cheese Soup,"c(""water"", ""chicken broth"", ""pepper"", ""carrots"", ""potatoes"", ""onion"", ""celery"", ""mayonnaise"", ""processed cheese"", ""cheddar cheese"", ""swiss cheese"")",335.8,20.6,24.2,14.3
Ginger Fried Chicken,"c(""whole chickens"", ""garlic"", ""Japanese soy sauce"", ""salt"", ""pepper"", ""flour"", ""eggs"")",2593.3,113.2,221.2,163.9
Gladys' Sweet Onion-Sausage Casserole,"c(""no. 1 onions"", ""sausage meat"", ""salt"", ""seasoning salt"", ""cheddar cheese"", ""pimento pepper"")",687.3,53.9,17.5,32.1
Golden Baked Fish,"c(""pepper"", ""salt"", ""mayonnaise"", ""dill weed"", ""onion"", ""fresh dill"", ""lemon wedge"")",299.8,6.9,3.6,52.8
Baked Crabmeat,"c(""green peppers"", ""celery"", ""fresh parsley"", ""prepared mustard"", ""pepper"", ""egg substitute"", ""calorie-reduced mayonnaise"", ""fresh crabmeat"")",5.6,0.1,1.2,0.3
Grape-Nuts Pie,"c(""water"", ""eggs"", ""sugar"", ""dark corn syrup"", ""salt"", ""vanilla"", ""butter"")",2257.0,49.9,452.2,26.4
Greek Lentil & Olive Salad,"c(""olive oil"", ""lemon juice"", ""anchovy paste"", ""pepper"", ""green lentils"", ""oil-cured black olive"", ""fresh oregano"", ""parsley"")",1162.1,25.2,165.3,70.5
Greek Low-Fat Red Pepper Feta Dip,"c(""feta cheese"", ""red wine vinegar"", ""granulated sugar"", ""cayenne"")",501.8,33.0,26.4,24.6
Greek Salad Dressing,"c(""minced garlic clove"", ""salt"", ""pepper"", ""olive oil"", ""red wine vinegar"", ""oregano"")",485.4,54.0,0.6,0.1
Corn Dogs,"c(""yellow cornmeal"", ""flour"", ""baking powder"", ""salt"", ""egg"", ""milk"")",290.2,15.8,27.0,9.8
Corn Fritters,"c(""flour"", ""baking powder"", ""salt"", ""egg"", ""milk"", ""butter"", ""corn"")",380.9,8.1,65.5,13.2
Fresh Crab Cocktail,"c(""tomato sauce"", ""horseradish"", ""Burgundy wine"", ""lemon juice"", ""pepper"", ""salt"")",34.2,0.3,7.8,1.7
Bacon-Swiss Tossed Salad,"c(""mayonnaise"", ""sugar"", ""salt"", ""pepper"", ""red onion"", ""swiss cheese"", ""bacon"")",618.6,51.3,17.5,21.8
Fried Cornbread,"c(""salt"", ""boiling water"")",611.2,6.2,128.6,15.2
Fried Green Tomatoes,"c(""green tomatoes"", ""sugar"", ""flour"", ""salt"", ""pepper"", ""butter"")",134.3,8.0,14.3,2.6
Fried Yellow Squash,"c(""buttermilk"", ""yellow cornmeal"", ""all-purpose flour"", ""salt"")",579.6,5.6,112.4,21.9
Frozen White Truffles,"c(""nonfat vanilla ice cream"", ""chocolate ice cream"", ""white chocolate"")",98.7,3.1,10.6,0.6
Baked Apple Slices,"c(""apples"", ""butter"", ""sugar"", ""cinnamon"")",292.6,12.0,50.3,0.8
Fruit Salad,"c(""crushed pineapple"", ""bananas"", ""frozen strawberries"", ""cream cheese"", ""sugar"")",234.8,14.5,25.0,3.7
Garam Masala,"c(""cinnamon sticks"", ""whole cardamom pod"", ""whole cloves"", ""whole cumin seed"", ""whole coriander seed"", ""whole black peppercorn"")",410.1,24.8,64.5,14.2
Garlic Meatballs in Lemon Sauce,"c(""beef"", ""garlic"", ""parsley"", ""mint"", ""paprika"", ""salt"", ""pepper"", ""eggs"", ""tomato sauce"", ""lemons"", ""lemon juice"", ""mint"")",5069.0,496.2,73.1,80.6
Garlic Mushroom Sauce,"c(""garlic"", ""button mushrooms"", ""butter"", ""red wine"", ""green peppercorn"", ""sour cream"", ""salt"")",120.3,6.5,4.0,1.8
Garlic Potato Balls,"c(""butter"", ""margarine"", ""small whole potatoes"", ""fresh parsley"")",208.8,6.0,35.9,3.9
German Onion Cake,"c(""onions"", ""butter"", ""salt"", ""black pepper"", ""dried marjoram"", ""all-purpose flour"", ""cornstarch"", ""baking powder"", ""vegetable shortening"", ""milk"", ""egg"", ""sour cream"", ""poppy seeds"", ""paprika"")",317.2,17.5,34.4,6.0
"Corn, Onion and Corn Rolls","c(""lemon juice"", ""cider vinegar"", ""cheese"", ""canned whole kernel corn"")",42.7,0.8,7.5,1.4
Cornbread and Cheese Muffins,"c(""yellow cornmeal"", ""whole wheat flour"", ""baking powder"", ""sugar"", ""salt"", ""egg substitute"", ""nonfat cottage cheese"", ""nonfat cheddar cheese"")",137.8,5.0,17.5,6.7
Bacon and Potato Pie,"c(""bacon"", ""onion"", ""milk"", ""flour"", ""eggs"", ""potatoes"")",439.1,24.3,41.3,14.0
Flake-and-Fruit Squares,"c(""sunflower seeds"", ""sesame seeds"", ""dried dates"", ""butter"", ""miniature marshmallows"", ""vanilla"")",152.1,8.6,17.8,3.1
Four Treasure Chicken Soup,"c(""water chestnuts"", ""chicken breast"", ""green onion"", ""soy sauce"", ""flour"", ""Chinese hot mustard"", ""carrot"", ""chicken broth"", ""garlic powder"", ""dry sherry"")",831.9,20.9,81.4,66.6
Fragrant Lamb Stew with Dried Fruits,"c(""lamb"", ""onions"", ""garlic"", ""carrot"", ""curry powder"", ""cinnamon"", ""fresh ginger"", ""ginger"", ""clove"", ""lemon, zest of"", ""cayenne pepper"", ""red pepper flakes"", ""fresh rosemary leaf"", ""water"", ""red wine"", ""canned plum tomatoes"", ""fresh lemon juice"", ""fresh cilantro leaves"")",690.8,27.9,70.3,38.1
Tom's Tomato Soup French Dressing,"c(""vinegar"", ""sugar"", ""onions"", ""paprika"", ""salt"", ""pepper"", ""garlic cloves"")",249.2,15.4,28.4,0.4
French Roasted Vegetable Sandwiches,"c(""eggplant"", ""tomatoes"", ""onion"", ""olive oil"", ""garlic"", ""dried rosemary"", ""nonfat plain yogurt"", ""parmesan cheese"")",222.0,5.7,36.3,6.6
Fresh Herb Scones,"c(""flour"", ""fresh parsley"", ""sugar"", ""fresh thyme"", ""dried thyme"", ""baking powder"", ""fresh rosemary"", ""dried rosemary"", ""salt"", ""butter"", ""margarine"", ""milk"", ""egg"")",208.3,9.2,26.8,4.7
Fresh Salsa,"c(""tomatoes"", ""onions"", ""green bell pepper"", ""garlic cloves"", ""cilantro"", ""salt"", ""sugar"")",71.0,0.4,16.6,2.0
Fried Green Tomatoes II,"c(""green tomato"", ""salt"", ""pepper"", ""white cornmeal"", ""bacon drippings"")",28.3,0.2,6.3,1.5
Fruit and Tuna Salad,"c(""tuna"", ""seedless grapes"", ""lemon low fat yogurt"")",267.3,5.0,33.9,23.7
Fried Tomatoes,"c(""tomatoes"", ""all-purpose flour"", ""salt"", ""sugar"", ""pepper"", ""evaporated milk"")",101.9,2.6,16.1,4.0
Fruit Salsa,"c(""mango"", ""strawberries"", ""nectarines"", ""fresh raspberries"", ""frozen unsweetened raspberries"", ""salt"", ""fresh ginger"", ""lime juice"", ""cider vinegar"", ""sugar"", ""red pepper flakes"")",53.5,0.3,13.2,0.8
Fruity Rolled Oats Drops,"c(""rolled oats"", ""treacle"", ""honey"", ""seedless raisins"")",955.8,32.7,150.2,24.5
Coronation Chicken,"c(""canola oil"", ""onion"", ""curry powder"", ""tomato paste"", ""red wine"", ""water"", ""bay leaf"", ""dried thyme"", ""oregano"", ""fresh lemon juice"", ""mayonnaise"", ""chicken"", ""currants"", ""flat leaf parsley"")",136.4,9.1,10.5,0.7
Coronation Chicken Salad,"c(""dark raisin"", ""sherry wine"", ""water"", ""salt"", ""raw wild rice"", ""fresh ripe pineapple"", ""red bell pepper"", ""chicken"", ""scallions"", ""mayonnaise"", ""plain yogurt"", ""red wine vinegar"", ""honey"", ""curry powder"", ""Worcestershire sauce"", ""gingerroot"")",225.9,6.1,36.9,3.0
Elderberry Jelly,"c(""elderberry juice"", ""lemon juice"", ""sugar"", ""honey"")",591.9,0.0,155.8,0.2
Elly May's Wedding Punch,"c(""cherry gelatin"", ""boiling water"", ""sugar"", ""water"", ""lemon juice"", ""ginger ale"")",210.6,0.1,53.4,0.5
Enchiladas Verdes Suizas,"c(""baking soda"", ""serrano chilies"", ""sugar"", ""onion"", ""garlic clove"", ""cilantro"", ""monterey jack cheese"", ""cheddar cheese"", ""corn tortillas"", ""chicken"", ""butter"", ""flour"", ""onions"", ""milk"", ""garlic clove"", ""Worcestershire sauce"")",755.9,51.2,66.5,13.6
Enchiladas with Red Sauce,"c(""beef"", ""onion"", ""flour"", ""chili powder"", ""garlic powder"", ""salt"", ""cumin"", ""rubbed sage"", ""onion"", ""stewed tomatoes"", ""corn tortillas"", ""ripe olives"", ""colby-monterey jack cheese"", ""sour cream"", ""garlic"", ""butter"", ""flour"", ""tomato sauce"", ""beef broth"", ""chili powder"", ""rubbed sage"", ""ground cumin"")",1511.8,127.7,62.7,34.3
English Muffins,"c(""salt"", ""milk"", ""egg"", ""sugar"", ""flour"", ""milk"", ""yellow cornmeal"", ""butter"", ""butter"")",165.3,4.8,26.1,4.2
English Pub Beef &amp; Kidney Stew in Yorkshire Pudding (Adopted,"c(""flour"", ""onion"", ""mushrooms"", ""beef broth"", ""dry red wine"", ""tomato paste"", ""Worcestershire sauce"", ""salt"", ""pepper"", ""tarragon"", ""rosemary"", ""carrots"", ""eggs"", ""milk"", ""flour"", ""salt"")",930.0,40.3,41.8,84.9
Fabulous Oxtail,"c(""carrots"", ""onions"", ""celery"", ""olive oil"", ""butter"", ""flour"", ""plum jam"", ""brown sugar"", ""red wine"")",472.1,19.8,49.9,3.6
Famous Barr's French Onion Soup,"c(""onions"", ""butter"", ""black pepper"", ""paprika"", ""bay leaf"", ""beef broth"", ""dry white wine"", ""all-purpose flour"", ""instant flour"", ""Kitchen Bouquet"", ""salt"", ""French baguette"", ""swiss cheese"", ""gruyere cheese"")",145.8,6.5,18.4,4.6
Five Bean Salad,"c(""green beans"", ""lima beans"", ""kidney beans"", ""garbanzo beans"", ""onion"", ""green pepper"", ""vinegar"", ""sugar"", ""salt"", ""pepper"", ""dry mustard"", ""celery seed"")",256.2,10.1,36.7,6.6
Crispy Chicken Wings,"c(""chicken wings"", ""egg"", ""soy sauce"", ""sugar"", ""five-spice powder"", ""water"", ""flour"", ""cornstarch"", ""baking soda"")",914.6,54.1,41.1,60.9
Flavored Nuts,"c(""walnuts"", ""kosher salt"", ""olive oil"", ""garlic"", ""pine nuts"", ""olive oil"", ""garlic"", ""saffron"", ""roasted pistachios"", ""Spanish olive oil"", ""saffron threads"", ""salt"")",5291.4,489.1,164.0,148.8
Fluffy White Frosting,"c(""granulated sugar"", ""water"", ""lemon juice"", ""light corn syrup"", ""cream of tartar"")",874.8,0.2,218.5,7.2
Freezer Apricot Jam,"c(""apricots"", ""lemon juice"", ""lemon, rind of"", ""granulated sugar"")",4111.1,2.0,1055.9,7.0
Traditional Rahmschnitzel,"c(""butter"", ""onions"", ""onion"", ""garlic"", ""dry red wine"", ""creme fraiche"", ""heavy whipping cream"", ""clear broth"", ""fresh mushrooms"")",516.5,35.0,13.4,4.6
Augie Oliver's Italian Sausage,"c(""salt"", ""fennel seeds"")",514.6,36.0,1.8,43.0
Easy Garlic Chicken Breasts,"c(""lime juice"", ""olive oil"", ""garlic"", ""boneless skinless chicken breasts"")",387.0,30.1,3.9,25.4
Easy Cream Cheese Fruit Squares,"c(""sugar"", ""butter"", ""graham cracker crumbs"", ""cream cheese"", ""eggs"", ""vanilla"")",186.6,13.6,13.6,3.1
Easy Refrigerator Lemon Cookies,"c(""lemon, zest of"", ""granulated sugar"", ""butter"", ""cake flour"", ""baking soda"", ""salt"")",59.3,3.1,7.5,0.5
Easy-Freezy Sorbet,"c(""fresh blueberries"", ""fresh raspberries"", ""water"")",49.4,0.4,12.0,0.9
Egg Drop Soup,"c(""chicken broth"", ""salt"", ""white pepper"", ""green onion"", ""eggs"")",88.4,4.6,1.6,9.2
Egg Rolls,"c(""chicken"", ""carrot"", ""cabbage"", ""celery"", ""bean sprouts"", ""water chestnut"", ""soy sauce"", ""vinegar"", ""ketchup"", ""sugar"", ""soy sauce"", ""red wine"", ""green pepper"", ""onion"")",504.5,18.3,53.9,30.4
Empanada,"c(""butter"", ""lean beef"", ""frozen spinach"", ""Lawry's Seasoned Pepper"", ""sour cream"", ""egg"", ""parmesan cheese"")",695.5,45.3,44.6,30.4
Empanadas de Horno,"c(""all-purpose flour"", ""baking powder"", ""salt"", ""egg"", ""milk"", ""shortening"", ""paprika"", ""onions"", ""chili powder"", ""cumin"", ""oregano"", ""beef"", ""hard-boiled eggs"", ""black olives"", ""raisins"")",277.8,18.2,23.5,5.3
End of Summer Ratatouille,"c(""olive oil"", ""eggplant"", ""zucchini"", ""red bell pepper"", ""yellow bell pepper"", ""green bell pepper"", ""tomatoes"", ""Italian parsley"", ""red onion"", ""garlic"", ""kosher salt"", ""fresh ground black pepper"", ""olive oil"", ""fresh basil leaf"", ""parmesan cheese"")",157.1,10.7,15.2,3.4
Escalope of Salmon With Chanterelles,"c(""salmon"", ""canned chanterelles"", ""Noilly Prat"", ""broad beans"", ""peas"", ""butter"", ""shallots"", ""lemon juice"", ""sea salt"")",607.5,46.5,12.0,36.1
Ezekiel Bread,"c(""wheat flour"", ""lentils"", ""water"", ""salt"", ""olive oil"", ""warm water"", ""honey"")",151.4,2.9,27.4,5.9
Filet Mignon,"c(""fresh white mushrooms"", ""onion"", ""butter"", ""sweet vermouth"", ""sherry wine"", ""garlic"", ""Worcestershire sauce"")",703.8,54.8,3.4,47.3
Filet Mignon With Sweet-Potato Shoestrings,"c(""butter"", ""fresh mushrooms"", ""red wine"", ""dried thyme"", ""salt"", ""black pepper"")",165.7,13.1,4.6,4.3
Country Brunch Skillet,"c(""bacon"", ""hash brown potatoes"", ""green bell pepper"", ""onion"", ""salt"", ""pepper"", ""eggs"", ""cheddar cheese"")",568.8,31.1,57.5,14.6
Country Style Zucchini Soup,"c(""olive oil"", ""garlic clove"", ""potatoes"", ""onion"", ""celery"", ""fresh parsley"", ""oregano"", ""tomatoes"", ""zucchini"", ""salt"", ""parmesan cheese"")",194.2,8.1,25.0,7.0
Curried Spinach Sauce,"c(""olive oil"", ""onion"", ""garlic"", ""fresh ginger"", ""cumin seed"", ""cardamom"", ""white pepper"", ""black pepper"", ""tomatoes"", ""fresh spinach"", ""water"", ""cayenne"", ""salt"", ""fresh black pepper"")",345.4,17.7,43.2,14.7
100% Whole Wheat Blueberry Muffins,"c(""whole wheat flour"", ""baking soda"", ""buttermilk"", ""honey"", ""blueberries"")",184.5,6.8,29.1,4.2
Deep Dish Vegetable Pizza,"c(""granulated sugar"", ""water"", ""active dry yeast"", ""flour"", ""whole wheat flour"", ""salt"", ""onions"", ""tomato sauce"", ""tomatoes"", ""garlic"", ""onions"", ""mushrooms"", ""broccoli"", ""mozzarella cheese"")",1910.7,72.7,234.5,94.0
Deviled Cauliflower,"c(""cauliflower floret"", ""unsalted butter"", ""all-purpose flour"", ""skim milk"", ""bay leaf"", ""nutmeg"", ""Dijon mustard"", ""Worcestershire sauce"")",145.0,6.8,16.8,5.7
Dill Bread,"c(""flour"", ""salt"", ""water"", ""baking soda"", ""sugar"", ""cottage cheese"", ""fresh dill"", ""egg"", ""onion"", ""butter"")",1613.0,30.9,264.2,67.5
Dill Buttermilk Bread,"c(""all-purpose flour"", ""baking powder"", ""baking powder"", ""sugar"", ""fresh dill"", ""dried dill"", ""baking soda"", ""salt"", ""pepper"", ""buttermilk"")",1676.6,7.1,348.0,51.5
Double Cabbage Salad,"c(""raw red cabbage"", ""raw green cabbage"", ""raw spinach leaves"", ""raw carrot"", ""poppy seeds"", ""celery seed"", ""prepared mustard"", ""pepper"")",24.1,0.8,4.0,1.0
Baba Ganouj ( Baba Ghanoush ),"c(""eggplants"", ""lemon juice"", ""tahini"", ""garlic cloves"", ""salt"", ""parsley"", ""black pepper"", ""scallion"", ""olive oil"")",1006.9,67.7,96.7,27.3
Dutch Moorkoppen,"c(""water"", ""salt"", ""butter"", ""flour"", ""eggs"", ""heavy cream"", ""sugar"", ""icing sugar"", ""water"")",432.2,33.0,30.5,4.9
Easy Apple Dumplings,"c(""apples"", ""sugar"", ""water"", ""butter"", ""margarine"", ""vanilla"", ""cinnamon"")",317.1,14.0,47.4,2.6
Easy Lasagna,"c(""tomatoes"", ""dried oregano"", ""dried basil"", ""tomato paste"", ""soy sauce"", ""garlic clove"", ""beef mince"", ""water"", ""cheese"", ""parsley"")",2163.4,135.6,106.3,129.0
Easy Mushroom Stroganoff,"c(""butter"", ""garlic cloves"", ""yellow onion"", ""white mushroom"", ""all-purpose flour"", ""dry white wine"", ""sour cream"", ""linguine"")",846.7,31.1,109.2,26.0
Chicken and Yellow &amp; Zucchini Squash Casserole With Rosemary,"c(""baby chickens"", ""salt"", ""cayenne pepper"", ""sugar"", ""olive oil"", ""garlic cloves"", ""zucchini"", ""bay leaf"", ""fresh rosemary"", ""lime, zest of"", ""lime, juice of"", ""plum tomatoes"", ""water"")",839.4,74.5,11.9,31.0
